Tỉnh,Quận,Trường
Thành phố Hồ Chí Minh,Quận 6,TH Nguyễn Thiện Thuật (79775415)
Thành phố Hồ Chí Minh,Quận 6,TH Bình Tiên (79775416)
Thành phố Hồ Chí Minh,Quận 6,TH Vĩnh Xuyên (79775418)
Thành phố Hồ Chí Minh,Quận 6,TH Hùng Vương (79775420)
Thành phố Hồ Chí Minh,Quận 6,Trường TH - THCS QT Mỹ Úc (79775421)
Thành phố Hồ Chí Minh,Quận 6,TH Nguyễn Văn Luông (79775422)
Thành phố Hồ Chí Minh,Quận 6,TH Đặng Nguyên Cẩn (79775423)
Thành phố Hồ Chí Minh,Quận 7,Tiểu học Phan Huy Thực (79778401)
Thành phố Hồ Chí Minh,Quận 7,TH Lê Quý Đôn (79778402)
Thành phố Hồ Chí Minh,Quận 7,TH Tân Quy (79778403)
Thành phố Hồ Chí Minh,Quận 7,TH Lương Thế Vinh (79778404)
Thành phố Hồ Chí Minh,Quận 7,TH Trần Quốc Toản (79778405)
Thành phố Hồ Chí Minh,Quận 7,TH Tân Thuận (79778406)
Thành phố Hồ Chí Minh,Quận 7,TH Phù Đổng (79778407)
Thành phố Hồ Chí Minh,Quận 7,TH Lê Văn Tám (79778408)
Thành phố Hồ Chí Minh,Quận 7,TH Đinh Bộ Lĩnh (79778409)
Thành phố Hồ Chí Minh,Quận 7,TH Nguyễn Văn Hưởng (79778410)
Thành phố Hồ Chí Minh,Quận 7,TH Lê Anh Xuân (79778411)
Thành phố Hồ Chí Minh,Quận 7,TH Phú Mỹ (79778412)
Thành phố Hồ Chí Minh,Quận 7,TiH Nguyễn Thị Định (79778413)
Thành phố Hồ Chí Minh,Quận 7,TH Kim Đồng (79778415)
Thành phố Hồ Chí Minh,Quận 7,TH Nam Sài Gòn (79778416)
Thành phố Hồ Chí Minh,Quận 7,TH Đặng Thùy Trâm (79778417)
Thành phố Hồ Chí Minh,Quận 7,TH Võ Thị Sáu (79778418)
Thành phố Hồ Chí Minh,Quận 7,TH Phạm Hữu Lầu (79778419)
Thành phố Hồ Chí Minh,Quận 7,TH Phú Thuận (79778420)
Thành phố Hồ Chí Minh,Quận 7,TH Sao Việt (79778455)
Thành phố Hồ Chí Minh,Quận 7,TH Quận 7 (79778462)
Thành phố Hồ Chí Minh,Quận 8,TH Nguyễn Trực (79776401)
Thành phố Hồ Chí Minh,Quận 8,TH Rạch Ông (79776402)
Thành phố Hồ Chí Minh,Quận 8,TH Âu Dương Lân (79776403)
Thành phố Hồ Chí Minh,Quận 8,TH Vàm Cỏ Đông (79776404)
Thành phố Hồ Chí Minh,Quận 8,TH Thái Hưng (79776405)
Thành phố Hồ Chí Minh,Quận 8,TH Bông Sao (79776406)
Thành phố Hồ Chí Minh,Quận 8,TH Phan Đăng Lưu (79776407)
Thành phố Hồ Chí Minh,Quận 8,TH Bùi Minh Trực (79776408)
Thành phố Hồ Chí Minh,Quận 8,TH An Phong (79776409)
Thành phố Hồ Chí Minh,Quận 8,TH Trần Danh Lâm (79776410)
Thành phố Hồ Chí Minh,Quận 8,TH Hưng Phú (79776411)
Thành phố Hồ Chí Minh,Quận 8,TH Lý Thái Tổ (79776413)
Thành phố Hồ Chí Minh,Quận 8,TH Tuy Lý Vương (79776414)
Thành phố Hồ Chí Minh,Quận 8,TH Trần Nguyên Hãn (79776415)
Thành phố Hồ Chí Minh,Quận 8,TH Hồng Đức (79776416)
Thành phố Hồ Chí Minh,Quận 8,TH Nguyễn Nhược Thị (79776417)
Thành phố Hồ Chí Minh,Quận 8,TH Lưu Hữu Phước (79776418)
Thành phố Hồ Chí Minh,Quận 8,TH Nguyễn Trung Ngạn (79776419)
Thành phố Hồ Chí Minh,Quận 8,TH Nguyễn Công Trứ (79776420)
Thành phố Hồ Chí Minh,Quận 8,TH Lý Nhân Tông (79776421)
Thành phố Hồ Chí Minh,Quận 8,TH Hoàng Minh Đạo (79776422)
Thành phố Hồ Chí Minh,Quận 8,TH Đông Nam Á (79776424)
Thành phố Hồ Chí Minh,Quận 8,TH Khai Nguyên (79776425)
Thành phố Hồ Chí Minh,Quận 8,TH Việt Mỹ (7977602001)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Lê Văn Sĩ (79766401)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Tân Sơn Nhất (79766402)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Nguyễn Thanh Tuyền (79766403)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Bình Giã (79766405)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Hoàng Văn Thụ (79766406)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Phạm Văn Hai (79766407)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Bạch Đằng (79766408)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Chi Lăng (79766409)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Đống Đa (79766410)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Bành Văn Trân (79766411)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Trần Văn Ơn (79766413)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Ngọc Hồi (79766415)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Phú Thọ Hoà (79766416)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Lê Thị Hồng Gấm (79766417)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Nguyễn Văn Trỗi (79766418)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Lạc Long Quân (79766419)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Cách Mạng Tháng Tám (79766420)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Nguyễn Khuyến (79766421)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Trần Quốc Tuấn (79766422)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Trần Quốc Toản (79766423)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Yên Thế (79766424)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Sơn Cang (79766425)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Tân Trụ (79766426)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Nguyễn Văn Kịp (79766432)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH TT Lương Thế Vinh (79766434)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Thân Nhân Trung (79766435)
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Phan Huy Ích (79766S10)
Thành phố Hồ Chí Minh,Quận Tân Bình,"TH, THCS Tesla (79766514)"
Thành phố Hồ Chí Minh,Quận Tân Bình,TH Quận TB (79766494)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH Đoàn Thị Điểm (79767401)
Thành phố Hồ Chí Minh,Quận Tân Phú,Tiểu học Lê Lai (79767402)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH Tô Vĩnh Diện (79767403)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH Lê Văn Tám (79767405)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH Phan Chu Trinh (79767406)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH Duy Tân (79767407)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH Võ Thị Sáu (79767408)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH Hồ Văn Cường (79767409)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH Huỳnh Văn Chính (79767410)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH Âu Cơ (79767411)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH Tân Hương (79767413)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH Tân Sơn Nhì (79767416)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH Hiệp Tân (79767417)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH - THCS Hồng Ngọc (79767418)
Thành phố Hồ Chí Minh,Quận Tân Phú,Tiểu học Tân Thới (79767419)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH Tân Hóa (79767420)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH Đinh Bộ Lĩnh (79767421)
Thành phố Hồ Chí Minh,Quận Tân Phú,TH Lê Thánh Tông (79767422)
