Tỉnh,Quận,Trường
Hà Nội,Quận Ba Đình,Tiểu học Ba Đình (01001401)
Hà Nội,Quận Ba Đình,Tiểu học Đại Yên (01001402)
Hà Nội,Quận Ba Đình,Tiểu học Kim Đồng (01001403)
Hà Nội,Quận Ba Đình,Tiểu học Thủ Lệ (01001404)
Hà Nội,Quận Ba Đình,Tiểu học Nguyễn Bá Ngọc (01001405)
Hà Nội,Quận Ba Đình,Tiểu học Ngọc Hà (01001406)
Hà Nội,Quận Ba Đình,Tiểu học Việt Nam - Cu Ba (01001407)
Hà Nội,Quận Ba Đình,Tiểu học Nguyễn Trung Trực (01001408)
Hà Nội,Quận Ba Đình,Tiểu học Hoàng Hoa Thám (01001409)
Hà Nội,Quận Ba Đình,Tiểu học Phan Chu Trinh (01001410)
Hà Nội,Quận Ba Đình,Tiểu học Thành Công A (01001411)
Hà Nội,Quận Ba Đình,Tiểu học Nghĩa Dũng (01001412)
Hà Nội,Quận Ba Đình,Tiểu học Thành Công B (01001413)
Hà Nội,Quận Ba Đình,Tiểu học Hoàng Diệu (01001414)
Hà Nội,Quận Ba Đình,Tiểu học Vạn Phúc (01001415)
Hà Nội,Quận Ba Đình,Tiểu học Nguyễn Tri Phương (01001416)
Hà Nội,Quận Ba Đình,Trường Tiểu học Ngọc Khánh (01001417)
Hà Nội,Quận Ba Đình,Trường Tiểu học Hà Nội (01001419)
Hà Nội,Quận Ba Đình,Trường Tiểu học Quốc tế Việt Nam - Singapore - Ba Đình (01001420)
Hà Nội,Quận Ba Đình,"Trường Tiểu học, THCS, THPT Thực Nghiệm KHGD (01001604)"
Hà Nội,Quận Ba Đình,Tiểu học Vinschool Metropolis (011110799)
Hà Nội,Huyện Ba Vì,Tiểu học Khánh Thượng (01271401)
Hà Nội,Huyện Ba Vì,Tiểu học Minh Quang A (01271403)
Hà Nội,Huyện Ba Vì,Tiểu học Minh Quang B (01271404)
Hà Nội,Huyện Ba Vì,Tiểu học Thuần Mỹ (01271405)
Hà Nội,Huyện Ba Vì,Tiểu học Phong Vân (01271406)
Hà Nội,Huyện Ba Vì,Tiểu học Thụy An (01271407)
Hà Nội,Huyện Ba Vì,Tiểu học Cẩm Lĩnh (01271408)
Hà Nội,Huyện Ba Vì,Tiểu học Phú Cường (01271409)
Hà Nội,Huyện Ba Vì,Tiểu học Thái Hoà (01271410)
Hà Nội,Huyện Ba Vì,Tiểu học Vạn Thắng (01271411)
Hà Nội,Huyện Ba Vì,Tiểu học Đồng Thái (01271412)
Hà Nội,Huyện Ba Vì,Tiểu học Phú Đông (01271413)
Hà Nội,Huyện Ba Vì,Tiểu học Phú Sơn (01271414)
Hà Nội,Huyện Ba Vì,Tiểu học Phú Châu (01271415)
Hà Nội,Huyện Ba Vì,Tiểu học Sơn Đà (01271416)
Hà Nội,Huyện Ba Vì,Tiểu học Tòng Bạt (01271417)
Hà Nội,Huyện Ba Vì,Tiểu học Tản Hồng (01271418)
Hà Nội,Huyện Ba Vì,Tiểu học Châu Sơn (01271419)
Hà Nội,Huyện Ba Vì,Tiểu học Phú Phương (01271420)
Hà Nội,Huyện Ba Vì,Tiểu học Tản Lĩnh (01271421)
Hà Nội,Huyện Ba Vì,Tiểu học Tây Đằng A (01271422)
Hà Nội,Huyện Ba Vì,Tiểu học Vật Lại (01271423)
Hà Nội,Huyện Ba Vì,Tiểu học Chu Minh (01271424)
Hà Nội,Huyện Ba Vì,Tiểu học Minh Châu (01271425)
Hà Nội,Huyện Ba Vì,Tiểu học Cam Thượng (01271426)
Hà Nội,Huyện Ba Vì,Tiểu học Đông quang (01271427)
Hà Nội,Huyện Ba Vì,Tiểu học Tiên Phong (01271428)
Hà Nội,Huyện Ba Vì,Tiểu học Ba Trại B (01271429)
Hà Nội,Huyện Ba Vì,Tiểu học TTNC Bò và Đồng cỏ Ba Vì (01271430)
Hà Nội,Huyện Ba Vì,Tiểu học Vân Hoà (01271431)
Hà Nội,Huyện Ba Vì,Tiểu học Ba Trại A (01271432)
Hà Nội,Huyện Ba Vì,Tiểu học Yên Bài (01271433)
Hà Nội,Huyện Ba Vì,Tiểu học Cổ Đô (01271435)
Hà Nội,Huyện Ba Vì,Tiểu học Tây Đằng B (01271436)
Hà Nội,Huyện Ba Vì,PTCS Hợp Nhất (01271620)
Hà Nội,Huyện Ba Vì,PTCS Yên Sơn (01271621)
Hà Nội,Quận Bắc Từ Liêm,Trường Tiểu học Thượng Cát (01021402)
Hà Nội,Quận Bắc Từ Liêm,Trường Tiểu học Liên Mạc (01021403)
Hà Nội,Quận Bắc Từ Liêm,Trường Tiểu học Thuỵ Phương (01021404)
Hà Nội,Quận Bắc Từ Liêm,Trường Tiểu học Đông Ngạc A (01021405)
Hà Nội,Quận Bắc Từ Liêm,Trường Tiểu học Đông Ngạc B (01021406)
Hà Nội,Quận Bắc Từ Liêm,Trường Tiểu học Cổ Nhuế 2A (01021407)
Hà Nội,Quận Bắc Từ Liêm,Trường Tiểu học Cổ Nhuế 2B (01021408)
Hà Nội,Quận Bắc Từ Liêm,TH-THCS-THPT Everest (01021412)
Hà Nội,Quận Bắc Từ Liêm,TH-THCS Tây Hà Nội (01021415)
Hà Nội,Quận Bắc Từ Liêm,Trường Tiểu học Minh Khai A (01021416)
Hà Nội,Quận Bắc Từ Liêm,Trường Tiểu học Phúc Diễn (01021417)
Hà Nội,Quận Bắc Từ Liêm,Trường Tiểu học Tây Tựu A (01021418)
Hà Nội,Quận Bắc Từ Liêm,Trường Tiểu học Tây Tựu B (01021419)
Hà Nội,Quận Bắc Từ Liêm,Trường Tiểu học Xuân Đỉnh (01021420)
Hà Nội,Quận Bắc Từ Liêm,Trường tiểu học Hồ Tùng Mậu (01021427)
Hà Nội,Quận Bắc Từ Liêm,Trường Tiểu học Minh Khai B (01021428)
Hà Nội,Quận Bắc Từ Liêm,Trường Tiểu học I-sắc Niu-tơn (01021432)
Hà Nội,Quận Bắc Từ Liêm,TH - THCS Pascal (01271701)
Hà Nội,Quận Bắc Từ Liêm,Tiểu học Phú Diễn (01021409)
Hà Nội,Quận Bắc Từ Liêm,Tiểu học Đức Thắng (01021410)
Hà Nội,Quận Bắc Từ Liêm,Tiểu học Newton Goldmark (01021433)
Hà Nội,Quận Bắc Từ Liêm,Tiểu học Đông Ngạc (0102102001)
Hà Nội,Quận Cầu Giấy,Tiểu học Dịch Vọng A (01005401)
Hà Nội,Quận Cầu Giấy,Tiểu học Dịch Vọng B (01005402)
Hà Nội,Quận Cầu Giấy,Tiểu học Lý Thái Tổ (01005405)
Hà Nội,Quận Cầu Giấy,Tiểu học Mai Dịch (01005406)
Hà Nội,Quận Cầu Giấy,Tiểu học Nam Trung Yên (01005407)
Hà Nội,Quận Cầu Giấy,Tiểu học Nghĩa Đô (01005408)
Hà Nội,Quận Cầu Giấy,Tiểu học Nghĩa Tân (01005409)
Hà Nội,Quận Cầu Giấy,Tiểu học Nguyễn Khả Trạc (01005410)
Hà Nội,Quận Cầu Giấy,Tiểu học Nguyễn Siêu (01005411)
Hà Nội,Quận Cầu Giấy,Tiểu học Nguyễn Bỉnh Khiêm Cầu Giấy (01005413)
Hà Nội,Quận Cầu Giấy,Tiểu học Trung Hòa (01005414)
Hà Nội,Quận Cầu Giấy,Tiểu học Yên Hòa (01005415)
Hà Nội,Quận Cầu Giấy,Trường Tiểu học Quan Hoa (01005416)
Hà Nội,Quận Cầu Giấy,Tiểu học Thăng Long Kidsmart (01005417)
Hà Nội,Quận Cầu Giấy,Tiểu học Trung Yên (01005418)
Hà Nội,Quận Cầu Giấy,Tiểu học An Hòa (01005421)
Hà Nội,Quận Cầu Giấy,Tiểu học Jean Piaget (01005422)
Hà Nội,Quận Cầu Giấy,Trường Tiểu học Alaska (01005423)
Hà Nội,Quận Cầu Giấy,Trường TH và THCS FPT Cầu Giấy (01005424)
Hà Nội,Quận Cầu Giấy,PTDL Hermann Gmeiner (01005610)
Hà Nội,Quận Cầu Giấy,Trường Tiểu học Archimedes Academy (01271438)
Hà Nội,Quận Cầu Giấy,Trường Tiểu học Nguyễn Tất Thành (01005426)
Hà Nội,Quận Cầu Giấy,Trường Tiểu học và THCS HWS (0100503004)
Hà Nội,Quận Cầu Giấy,Trường Tiểu học Dewey (01005420)
Hà Nội,Huyện Chương Mỹ,Tiểu học Bê Tông (01277401)
Hà Nội,Huyện Chương Mỹ,Tiểu học Đại Yên (01277402)
Hà Nội,Huyện Chương Mỹ,Tiểu học Đồng Lạc (01277403)
Hà Nội,Huyện Chương Mỹ,Tiểu học Đồng Phú (01277404)
Hà Nội,Huyện Chương Mỹ,Tiểu học Đông Phương Yên (01277405)
Hà Nội,Huyện Chương Mỹ,Tiểu học Đông Sơn (01277406)
Hà Nội,Huyện Chương Mỹ,Tiểu học Hoà Chính (01277407)
Hà Nội,Huyện Chương Mỹ,Tiểu học Hoàng Văn Thụ (01277408)
Hà Nội,Huyện Chương Mỹ,Tiểu học Hoàng Diệu (01277409)
Hà Nội,Huyện Chương Mỹ,Tiểu học Hồng Phong (01277410)
Hà Nội,Huyện Chương Mỹ,Tiểu học Hợp Đồng (01277411)
Hà Nội,Huyện Chương Mỹ,Tiểu học Hữu Văn (01277412)
Hà Nội,Huyện Chương Mỹ,Tiểu học Lam Điền (01277413)
Hà Nội,Huyện Chương Mỹ,Tiểu Học Lương Mỹ A (01277414)
Hà Nội,Huyện Chương Mỹ,Tiểu học Mỹ Lương (01277415)
Hà Nội,Huyện Chương Mỹ,Tiểu Học Nam Phương Tiến B (01277416)
Hà Nội,Huyện Chương Mỹ,Tiểu học Ngọc Hoà (01277417)
Hà Nội,Huyện Chương Mỹ,Tiểu học Phú Nam An (01277418)
Hà Nội,Huyện Chương Mỹ,Tiểu học Phú Nghĩa (01277419)
Hà Nội,Huyện Chương Mỹ,Tiểu học Phụng Châu (01277420)
Hà Nội,Huyện Chương Mỹ,Tiểu học Quảng Bị (01277421)
Hà Nội,Huyện Chương Mỹ,Tiểu học Tân Tiến (01277422)
Hà Nội,Huyện Chương Mỹ,Tiểu học Thanh Bình (01277423)
Hà Nội,Huyện Chương Mỹ,Tiểu Học Thượng Vực (01277424)
Hà Nội,Huyện Chương Mỹ,Tiểu Học Thụy Hương (01277425)
Hà Nội,Huyện Chương Mỹ,Tiểu học Thủy Xuân Tiên (01277426)
Hà Nội,Huyện Chương Mỹ,Tiểu học Tiên Phương (01277427)
Hà Nội,Huyện Chương Mỹ,Tiểu học Tốt Động (01277428)
Hà Nội,Huyện Chương Mỹ,Tiểu học Trần Phú A (01277429)
Hà Nội,Huyện Chương Mỹ,Tiểu Học Trần Phú B (01277430)
Hà Nội,Huyện Chương Mỹ,Tiểu Học Trung Hòa (01277431)
Hà Nội,Huyện Chương Mỹ,Tiểu Học Trường Yên (01277432)
Hà Nội,Huyện Chương Mỹ,Tiểu Học Chúc Sơn A (01277433)
Hà Nội,Huyện Chương Mỹ,Tiểu học Thị Trấn Chúc Sơn B (01277434)
Hà Nội,Huyện Chương Mỹ,Tiểu học Văn Võ (01277435)
Hà Nội,Huyện Chương Mỹ,Trường Tiểu học Thị trấn Xuân Mai A (01277436)
Hà Nội,Huyện Chương Mỹ,Tiểu học thị trấn Xuân Mai B (01277437)
Hà Nội,Huyện Chương Mỹ,Tiểu học Nam Phương Tiến A (01277438)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Đan Phượng (01273401)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Song Phượng (01273402)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Thị trấn Phùng (01273403)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Đồng Tháp (01273404)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Phương Đình A (01273405)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Phương Đình B (01273406)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Thọ Xuân (01273407)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Thọ An (01273408)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Trung Châu A (01273409)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Trung Châu B (01273410)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Hồng Hà (01273411)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Liên Hồng (01273412)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Liên Hà (01273413)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Liên Trung (01273414)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Tân Lập B (01273415)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Tân Hội A (01273416)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Thượng Mỗ (01273417)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Tô Hiến Thành (01273418)
Hà Nội,Huyện Đan Phượng,Trường Tiểu học Tân Hội B (01273419)
Hà Nội,Huyện Đan Phượng,Trường tiểu học Tân Lập A (01273423)
Hà Nội,Huyện Đông Anh,Tiểu học Bắc Hồng (01017401)
Hà Nội,Huyện Đông Anh,Chuyên biệt Bình Minh (01017402)
Hà Nội,Huyện Đông Anh,Tiểu học Cổ Loa (01017403)
Hà Nội,Huyện Đông Anh,Tiểu học Dục Tú (01017404)
Hà Nội,Huyện Đông Anh,Tiểu học Đại Mạch (01017405)
Hà Nội,Huyện Đông Anh,Tiểu học Đông Hội (01017406)
Hà Nội,Huyện Đông Anh,Tiểu học Hải Bối (01017407)
Hà Nội,Huyện Đông Anh,Tiểu học Kim Chung (01017408)
Hà Nội,Huyện Đông Anh,Tiểu học Kim Nỗ (01017409)
Hà Nội,Huyện Đông Anh,Tiểu học Lê Hữu Tựu (01017410)
Hà Nội,Huyện Đông Anh,Tiểu học Liên Hà (01017411)
Hà Nội,Huyện Đông Anh,Tiểu học Liên Hà A (01017412)
Hà Nội,Huyện Đông Anh,Tiểu học Nam Hồng (01017413)
Hà Nội,Huyện Đông Anh,Tiểu học Ngô Tất Tố (01017414)
Hà Nội,Huyện Đông Anh,Tiểu học Tàm Xá (01017415)
Hà Nội,Huyện Đông Anh,Tiểu học Thị Trấn Đông Anh (01017416)
Hà Nội,Huyện Đông Anh,Tiểu học Thị Trấn A (01017417)
Hà Nội,Huyện Đông Anh,Tiểu học Thuỵ Lâm (01017418)
Hà Nội,Huyện Đông Anh,Tiểu học Thuỵ Lâm A (01017419)
Hà Nội,Huyện Đông Anh,Tiểu học Tô Thị Hiển (01017420)
Hà Nội,Huyện Đông Anh,Tiểu học Tiên Dương (01017421)
Hà Nội,Huyện Đông Anh,Tiểu học Uy Nỗ (01017422)
Hà Nội,Huyện Đông Anh,Tiểu học Vân Hà (01017423)
Hà Nội,Huyện Đông Anh,Tiểu học Vân Nội (01017424)
Hà Nội,Huyện Đông Anh,Tiểu học Việt Hùng (01017425)
Hà Nội,Huyện Đông Anh,Tiểu học Vĩnh Ngọc (01017426)
Hà Nội,Huyện Đông Anh,Tiểu học Võng La (01017427)
Hà Nội,Huyện Đông Anh,Tiểu học Xuân Canh (01017428)
Hà Nội,Huyện Đông Anh,Tiểu học Xuân Nộn (01017429)
Hà Nội,Huyện Đông Anh,Tiểu học - THCS & THPT Archimedes Đông Anh (archimedes 2019)
Hà Nội,Huyện Đông Anh,Tiểu học An Dương Vương (01017430)
Hà Nội,Huyện Đông Anh,TH&THCS Kinh Đô (01017528)
Hà Nội,Huyện Đông Anh,Tiểu học Thăng Long (0101702001)
Hà Nội,Quận Đống Đa,TH Phương Mai (01006401)
Hà Nội,Quận Đống Đa,TH Tô Vĩnh Diện (01006402)
Hà Nội,Quận Đống Đa,TH Bế Văn Đàn (01006403)
Hà Nội,Quận Đống Đa,TH Cát Linh (01006404)
Hà Nội,Quận Đống Đa,TH Kim Liên (01006405)
Hà Nội,Quận Đống Đa,TH La Thành (01006406)
Hà Nội,Quận Đống Đa,TH Láng Thượng (01006407)
Hà Nội,Quận Đống Đa,TH Lý Thường Kiệt (01006408)
Hà Nội,Quận Đống Đa,TH Nam Thành Công (01006409)
Hà Nội,Quận Đống Đa,TH Quang Trung (01006410)
Hà Nội,Quận Đống Đa,TH Thịnh Quang (01006411)
Hà Nội,Quận Đống Đa,TH Tam Khương (01006412)
Hà Nội,Quận Đống Đa,TH Thái Thịnh (01006413)
Hà Nội,Quận Đống Đa,TH Thịnh Hào (01006414)
Hà Nội,Quận Đống Đa,TH Văn Chương (01006415)
Hà Nội,Quận Đống Đa,TH Trung Tự (01006416)
Hà Nội,Quận Đống Đa,TH Khương Thượng (01006417)
Hà Nội,Quận Đống Đa,TH Trung Phụng (01006419)
Hà Nội,Quận Đống Đa,TH Phương Liên (01006420)
Hà Nội,Quận Đống Đa,Trường tiểu học tư thục Alfred Nobel (01006421)
Hà Nội,Quận Đống Đa,TH TT Vietkids (01006423)
Hà Nội,Quận Đống Đa,TH H.A.S (01006425)
Hà Nội,Quận Đống Đa,Phổ thông TH School (01006614)
Hà Nội,Huyện Gia Lâm,Tiểu học Bát Tràng (01018401)
Hà Nội,Huyện Gia Lâm,Tiểu học Cổ Bi (01018402)
Hà Nội,Huyện Gia Lâm,Tiểu học Đa Tốn (01018403)
Hà Nội,Huyện Gia Lâm,Tiểu học Đặng Xá (01018404)
Hà Nội,Huyện Gia Lâm,Tiểu học Đình Xuyên (01018405)
Hà Nội,Huyện Gia Lâm,Tiểu học Đông Dư (01018406)
Hà Nội,Huyện Gia Lâm,Tiểu học Dương Hà (01018407)
Hà Nội,Huyện Gia Lâm,Tiểu học Dương Quang (01018408)
Hà Nội,Huyện Gia Lâm,Tiểu học Dương Xá (01018409)
Hà Nội,Huyện Gia Lâm,Tiểu học Kiêu Kỵ (01018410)
Hà Nội,Huyện Gia Lâm,Tiểu học Kim Lan (01018411)
Hà Nội,Huyện Gia Lâm,Tiểu học Kim Sơn (01018412)
Hà Nội,Huyện Gia Lâm,Tiểu học Lệ Chi (01018413)
Hà Nội,Huyện Gia Lâm,Tiểu học Ninh Hiệp (01018414)
Hà Nội,Huyện Gia Lâm,Tiểu học Nông Nghiệp (01018415)
Hà Nội,Huyện Gia Lâm,Tiểu học Phù Đổng (01018416)
Hà Nội,Huyện Gia Lâm,Tiểu học Phú Thị (01018417)
Hà Nội,Huyện Gia Lâm,Tiểu học Tiền Phong (01018418)
Hà Nội,Huyện Gia Lâm,Tiểu học TT Trâu Quỳ (01018419)
Hà Nội,Huyện Gia Lâm,Tiểu học Trung Mầu (01018420)
Hà Nội,Huyện Gia Lâm,Tiểu học Văn Đức (01018422)
Hà Nội,Huyện Gia Lâm,Tiểu học Yên Viên (01018423)
Hà Nội,Huyện Gia Lâm,Tiểu học Yên Thường (01018424)
Hà Nội,Huyện Gia Lâm,Tiểu học TT Yên Viên (01018425)
Hà Nội,Huyện Gia Lâm,Tiểu học Cao Bá Quát (01018426)
Hà Nội,Huyện Gia Lâm,Tiểu học Lê Ngọc Hân (01018427)
Hà Nội,Huyện Gia Lâm,Tiểu học Trung Thành (01018428)
Hà Nội,Huyện Gia Lâm,Tiểu học Quang Trung (01018429)
Hà Nội,Huyện Gia Lâm,Trường tiểu học và THCS Hanoi Victoria (01018524)
Hà Nội,Huyện Gia Lâm,Trường TH-THCS-THPT Vinschool Ocean Park (01000865)
Hà Nội,Quận Hà Đông,Phổ thông Quốc tế Việt Nam (0100553)
Hà Nội,Quận Hà Đông,Tiểu học An Hưng (01268401)
Hà Nội,Quận Hà Đông,Tiểu học Biên Giang (01268402)
Hà Nội,Quận Hà Đông,Tiểu học Đoàn Kết (01268403)
Hà Nội,Quận Hà Đông,Tiểu học Đồng Mai I (01268404)
Hà Nội,Quận Hà Đông,Tiểu học Đồng Mai II (01268405)
Hà Nội,Quận Hà Đông,Tiểu học Dương Nội A (01268406)
Hà Nội,Quận Hà Đông,Tiểu học Dương Nội B (01268407)
Hà Nội,Quận Hà Đông,Tiểu học Kiến Hưng (01268408)
Hà Nội,Quận Hà Đông,Tiểu học Kim Đồng (01268409)
Hà Nội,Quận Hà Đông,Tiểu học Lê Hồng Phong (01268410)
Hà Nội,Quận Hà Đông,Tiểu học Lê Lợi (01268411)
Hà Nội,Quận Hà Đông,Tiểu học Lê Quý Đôn (01268412)
Hà Nội,Quận Hà Đông,Tiểu học Lê Trọng Tấn (01268413)
Hà Nội,Quận Hà Đông,Tiểu học Mậu Lương (01268414)
Hà Nội,Quận Hà Đông,Tiểu học Nguyễn Du (01268415)
Hà Nội,Quận Hà Đông,Tiểu học Nguyễn Trãi (01268416)
Hà Nội,Quận Hà Đông,Tiểu học Phú La (01268417)
Hà Nội,Quận Hà Đông,Tiểu học Phú Lãm (01268418)
Hà Nội,Quận Hà Đông,Tiểu học Phú Lương I (01268419)
Hà Nội,Quận Hà Đông,Tiểu học Phú Lương II (01268420)
Hà Nội,Quận Hà Đông,Tiểu học Trần Đăng Ninh (01268421)
Hà Nội,Quận Hà Đông,Tiểu học Trần Phú (01268422)
Hà Nội,Quận Hà Đông,Tiểu học Trần Quốc Toản (01268423)
Hà Nội,Quận Hà Đông,Tiểu học Văn Khê (01268424)
Hà Nội,Quận Hà Đông,Tiểu học Vạn Phúc (01268425)
Hà Nội,Quận Hà Đông,Tiểu học Văn Yên (01268426)
Hà Nội,Quận Hà Đông,Tiểu học Yên Nghĩa (01268427)
Hà Nội,Quận Hà Đông,Tiểu học Yết Kiêu (01268428)
Hà Nội,Quận Hà Đông,Tiểu học Ban Mai (01268451)
Hà Nội,Quận Hà Đông,Tiểu học Chu Văn An (01268452)
Hà Nội,Quận Hà Đông,Tiểu học IQ (01268453)
Hà Nội,Quận Hà Đông,Tiểu học CGD Victory (01268454)
Hà Nội,Quận Hà Đông,Tiểu học Marie Curie II (01268455)
Hà Nội,Quận Hà Đông,"TH, THCS và THPT Quốc tế Nhật Bản (01268551)"
Hà Nội,Quận Hà Đông,Tiểu học & THCS Hà Nội - Thăng Long (01268552)
Hà Nội,Quận Hà Đông,Tiểu học La Khê (01268429)
Hà Nội,Quận Hà Đông,Tiểu học Phú Cường (01268430)
Hà Nội,Quận Hà Đông,Tiểu học Vạn Bảo (01268431)
Hà Nội,Quận Hà Đông,Tiểu học Tân Thời Đại (01268432)
Hà Nội,Quận Hà Đông,Tiểu học và THCS Lômônôxốp Tây Hà Nội (01268548)
Hà Nội,Quận Hà Đông,TIỂU HỌC VÀ TRUNG HỌC CƠ SỞ HANOI ADELAIDE SCHOOL (0126803002)
